temperature,humidity,vibrations,speed,temperature_status,humidity_status,vibrations_status,speed_status
39.3,61.98,1.49,52.07,HIGH,NORMAL,MEDIUM,LOW
25.01,72.29,1.24,81.28,NORMAL,MEDIUM,LOW,MEDIUM
38.7,71.09,1.49,16.61,HIGH,MEDIUM,MEDIUM,NORMAL
31.76,72.18,1.51,95.5,LOW,MEDIUM,HIGH,HIGH
34.85,74.56,1.55,42.95,MEDIUM,HIGH,HIGH,NORMAL
36.94,65.56,0.91,39.74,MEDIUM,NORMAL,NORMAL,NORMAL
27.03,62.31,1.28,39.65,NORMAL,NORMAL,LOW,NORMAL
37.3,67.83,0.97,43.5,MEDIUM,LOW,NORMAL,NORMAL
26.01,72.08,1.5,10.37,NORMAL,MEDIUM,MEDIUM,NORMAL
34.58,61.19,1.52,75.96,MEDIUM,NORMAL,HIGH,MEDIUM
33.18,65,1.03,81.42,LOW,NORMAL,NORMAL,MEDIUM
36.81,65.35,1.33,41.58,MEDIUM,NORMAL,MEDIUM,NORMAL
34.35,62.5,1.42,77.21,MEDIUM,NORMAL,MEDIUM,MEDIUM
30.19,68.56,1.38,70.95,LOW,LOW,MEDIUM,MEDIUM
26.59,64.49,1.22,48.44,NORMAL,NORMAL,LOW,NORMAL
30.83,72.86,1.23,58.1,LOW,MEDIUM,LOW,LOW
33.37,65.01,1.17,67.08,LOW,NORMAL,LOW,LOW
30.52,61.19,1.47,37.77,LOW,NORMAL,MEDIUM,NORMAL
37.78,64.97,1.49,87.04,MEDIUM,NORMAL,MEDIUM,HIGH
38.45,62.22,1.04,45.22,HIGH,NORMAL,NORMAL,NORMAL
29.99,69.93,1.54,65.66,NORMAL,LOW,HIGH,LOW
35.12,74.86,1.18,85.13,MEDIUM,HIGH,LOW,HIGH
26.53,65.38,1.49,74.78,NORMAL,NORMAL,MEDIUM,MEDIUM
38.25,72.1,1.43,32.36,HIGH,MEDIUM,MEDIUM,NORMAL
30.8,61.99,1.51,60.81,LOW,NORMAL,HIGH,LOW
28.71,69.7,1.36,37.43,NORMAL,LOW,MEDIUM,NORMAL
34.34,62.83,1.4,52.7,MEDIUM,NORMAL,MEDIUM,LOW
38.66,61.09,1.23,84.44,HIGH,NORMAL,LOW,MEDIUM
28.51,67,1.5,7.92,NORMAL,NORMAL,MEDIUM,NORMAL
25.03,68.53,1.23,21.41,NORMAL,LOW,LOW,NORMAL
26.37,69.39,1.22,79.29,NORMAL,LOW,LOW,MEDIUM
32.16,69.75,1.69,22.42,LOW,LOW,HIGH,NORMAL
27.27,72.07,1.16,33.29,NORMAL,MEDIUM,LOW,NORMAL
30.87,68.35,1.01,60.82,LOW,LOW,NORMAL,LOW
27.95,72.55,1.4,33.31,NORMAL,MEDIUM,MEDIUM,NORMAL
27.97,66.4,1.66,43.14,NORMAL,NORMAL,HIGH,NORMAL
39.97,72.22,1.26,25.44,HIGH,MEDIUM,LOW,NORMAL
32.71,69.43,1.35,39.67,LOW,LOW,MEDIUM,NORMAL
34.76,63.36,1.39,70.73,MEDIUM,NORMAL,MEDIUM,MEDIUM
34.64,60.67,1.19,53.46,MEDIUM,NORMAL,LOW,LOW
33.67,62.58,1.26,33.49,LOW,NORMAL,LOW,NORMAL
34.66,74.62,1.01,80.03,MEDIUM,HIGH,NORMAL,MEDIUM
27.05,73.04,1.53,9.01,NORMAL,HIGH,HIGH,NORMAL
28.51,66.64,0.96,73.63,NORMAL,NORMAL,NORMAL,MEDIUM
37.29,73.93,1.66,20.8,MEDIUM,HIGH,HIGH,NORMAL
36.72,72,1.68,32.45,MEDIUM,MEDIUM,HIGH,NORMAL
35.56,69.87,1.07,49.12,MEDIUM,LOW,NORMAL,NORMAL
36.95,69.36,1.28,65.69,MEDIUM,LOW,LOW,LOW
28,63.98,1.48,52.72,NORMAL,NORMAL,MEDIUM,LOW
27.31,69.33,1.64,24.62,NORMAL,LOW,HIGH,NORMAL
25.55,74.07,0.99,90.1,NORMAL,HIGH,NORMAL,HIGH
34.48,71.61,1.45,82.59,MEDIUM,MEDIUM,MEDIUM,MEDIUM
26.65,73.12,1.48,30.02,NORMAL,HIGH,MEDIUM,NORMAL
36.32,70.19,1.46,43.05,MEDIUM,MEDIUM,MEDIUM,NORMAL
31.26,72.97,1.59,63.46,LOW,MEDIUM,HIGH,LOW
34.87,73.39,1.19,32.46,MEDIUM,HIGH,LOW,NORMAL
32,63.98,1.62,95.33,LOW,NORMAL,HIGH,HIGH
30.36,68.26,1.69,69.77,LOW,LOW,HIGH,LOW
33.63,60.29,1.23,20.54,LOW,NORMAL,LOW,NORMAL
29.14,64.58,1.42,38.93,NORMAL,NORMAL,MEDIUM,NORMAL
39.62,67.7,1.02,23.2,HIGH,LOW,NORMAL,NORMAL
28.96,67.31,1.09,54.22,NORMAL,LOW,NORMAL,LOW
34.19,69.39,1.65,43.76,MEDIUM,LOW,HIGH,NORMAL
36.18,61.98,1.49,18.13,MEDIUM,NORMAL,MEDIUM,NORMAL
32.55,67.62,0.94,76.25,LOW,LOW,NORMAL,MEDIUM
31.24,72.72,1.3,85.69,LOW,MEDIUM,LOW,HIGH
35.07,61.28,1.46,18.72,MEDIUM,NORMAL,MEDIUM,NORMAL
31.27,71.17,1.09,48.75,LOW,MEDIUM,NORMAL,NORMAL
24.28,71.47,0.92,6.28,NORMAL,MEDIUM,NORMAL,NORMAL
37.63,68.99,1.67,67.42,MEDIUM,LOW,HIGH,LOW
32.25,72.99,1.53,70.7,LOW,MEDIUM,HIGH,MEDIUM
38.39,70.9,1.09,56.01,HIGH,MEDIUM,NORMAL,LOW
26.23,60.03,0.97,62.92,NORMAL,NORMAL,NORMAL,LOW
30.49,73.44,1.07,8.37,LOW,HIGH,NORMAL,NORMAL
30.77,64.79,1.02,7.15,LOW,NORMAL,NORMAL,NORMAL
39.02,72.7,1.32,55.18,HIGH,MEDIUM,MEDIUM,LOW
32.43,71.8,1.4,28.7,LOW,MEDIUM,MEDIUM,NORMAL
38.04,73.7,1.68,53.25,HIGH,HIGH,HIGH,LOW
24.64,72,1.49,47.68,NORMAL,MEDIUM,MEDIUM,NORMAL
31.91,62.91,1.6,87.95,LOW,NORMAL,HIGH,HIGH
26.26,71.77,1.35,82.78,NORMAL,MEDIUM,MEDIUM,MEDIUM
29.01,68.59,1.37,79.16,NORMAL,LOW,MEDIUM,MEDIUM
33.68,61.94,0.96,48.33,LOW,NORMAL,NORMAL,NORMAL
39.3,65.66,1.31,96.34,HIGH,NORMAL,MEDIUM,HIGH
28.48,71.85,1.45,25.98,NORMAL,MEDIUM,MEDIUM,NORMAL
38.71,61.19,1.15,67.32,HIGH,NORMAL,LOW,LOW
37.27,64.18,1.64,12.58,MEDIUM,NORMAL,HIGH,NORMAL
27.82,67.84,1.6,64.05,NORMAL,LOW,HIGH,LOW
25.11,70.35,1.59,60.11,NORMAL,MEDIUM,HIGH,LOW
39.67,63.97,0.96,89.11,HIGH,NORMAL,NORMAL,HIGH
26.83,63.81,1.22,22.28,NORMAL,NORMAL,LOW,NORMAL
24.69,67.16,1.26,68.52,NORMAL,LOW,LOW,LOW
29.12,67.18,1.28,86.83,NORMAL,LOW,LOW,HIGH
32.33,60.8,0.93,8.15,LOW,NORMAL,NORMAL,NORMAL
36.34,60.39,1.17,74.56,MEDIUM,NORMAL,LOW,MEDIUM
29.4,70.97,1.64,95.22,NORMAL,MEDIUM,HIGH,HIGH
28.38,66.6,0.93,80.13,NORMAL,NORMAL,NORMAL,MEDIUM
31.1,60.08,0.99,66.58,LOW,NORMAL,NORMAL,LOW
26.42,68.35,1.31,7.14,NORMAL,LOW,MEDIUM,NORMAL
32.21,66.99,1.51,45.62,LOW,NORMAL,HIGH,NORMAL
28.01,64.44,1.64,49.23,NORMAL,NORMAL,HIGH,NORMAL
24.64,67.9,1.12,92.89,NORMAL,LOW,LOW,HIGH
37.43,72.16,1.3,57.88,MEDIUM,MEDIUM,LOW,LOW
25.63,72.8,1.44,97.16,NORMAL,MEDIUM,MEDIUM,HIGH
31.74,73.63,1.06,79.49,LOW,HIGH,NORMAL,MEDIUM
24.88,63.04,1.46,7.91,NORMAL,NORMAL,MEDIUM,NORMAL
33.64,68.41,1.47,34.45,LOW,LOW,MEDIUM,NORMAL
28.83,72.06,1.4,36.29,NORMAL,MEDIUM,MEDIUM,NORMAL
33.61,74.37,1.05,49.58,LOW,HIGH,NORMAL,NORMAL
34.68,70.69,0.95,80.01,MEDIUM,MEDIUM,NORMAL,MEDIUM
32.71,70.16,1.23,6.63,LOW,MEDIUM,LOW,NORMAL
32.57,69.24,1.68,10.25,LOW,LOW,HIGH,NORMAL
37.04,73.09,1.4,53.21,MEDIUM,HIGH,MEDIUM,LOW
27.65,74.09,1.63,74.19,NORMAL,HIGH,HIGH,MEDIUM
29.36,66.95,1.26,66.25,NORMAL,NORMAL,LOW,LOW
37.53,66.94,1.08,41.31,MEDIUM,NORMAL,NORMAL,NORMAL
30.15,61.07,1.58,65.01,LOW,NORMAL,HIGH,LOW
24.48,66.23,1.25,23.2,NORMAL,NORMAL,LOW,NORMAL
32.77,69.61,1.44,89.89,LOW,LOW,MEDIUM,HIGH
39.09,63.42,1.69,94.27,HIGH,NORMAL,HIGH,HIGH
32.16,73,1.43,73.28,LOW,MEDIUM,MEDIUM,MEDIUM
24.59,64.91,1.62,13.95,NORMAL,NORMAL,HIGH,NORMAL
25.8,62.01,1.08,12.38,NORMAL,NORMAL,NORMAL,NORMAL
24.43,64.8,1.3,41.01,NORMAL,NORMAL,LOW,NORMAL
34.41,69.2,1.43,72.52,MEDIUM,LOW,MEDIUM,MEDIUM
38.78,60.65,1.2,8.59,HIGH,NORMAL,LOW,NORMAL
36.88,63.07,1.62,77.61,MEDIUM,NORMAL,HIGH,MEDIUM
37.83,63.65,1.68,62.3,MEDIUM,NORMAL,HIGH,LOW
39.19,67.63,1.32,41.86,HIGH,LOW,MEDIUM,NORMAL
32.04,70.86,1.26,9.06,LOW,MEDIUM,LOW,NORMAL
31.82,71.42,1.26,38.42,LOW,MEDIUM,LOW,NORMAL
30.37,72.74,1.46,73.01,LOW,MEDIUM,MEDIUM,MEDIUM
36.5,62.74,1.24,34.61,MEDIUM,NORMAL,LOW,NORMAL
34.08,72.91,1.34,51.65,MEDIUM,MEDIUM,MEDIUM,LOW
29.58,71.81,1.12,54.57,NORMAL,MEDIUM,LOW,LOW
26.76,72.58,1.48,40.05,NORMAL,MEDIUM,MEDIUM,NORMAL
30.69,60.53,1.33,98.07,LOW,NORMAL,MEDIUM,HIGH
36.72,63.01,1.32,72.1,MEDIUM,NORMAL,MEDIUM,MEDIUM
35.09,64.01,1.65,38.59,MEDIUM,NORMAL,HIGH,NORMAL
24.85,69.78,1.03,30.78,NORMAL,LOW,NORMAL,NORMAL
35.06,61.71,1.01,38.64,MEDIUM,NORMAL,NORMAL,NORMAL
26.61,74.67,1.2,22.9,NORMAL,HIGH,LOW,NORMAL
38.8,62.88,1.15,37.65,HIGH,NORMAL,LOW,NORMAL
34.29,66.72,1.36,49.13,MEDIUM,NORMAL,MEDIUM,NORMAL
26.84,69.21,1.05,41.3,NORMAL,LOW,NORMAL,NORMAL
28.77,73,1.2,70.25,NORMAL,MEDIUM,LOW,MEDIUM
29.2,62.99,1.58,58.5,NORMAL,NORMAL,HIGH,LOW
24.07,66.83,1.29,44.58,NORMAL,NORMAL,LOW,NORMAL
38,73.17,1.39,34.37,MEDIUM,HIGH,MEDIUM,NORMAL
29.61,64.89,1.63,30.94,NORMAL,NORMAL,HIGH,NORMAL
33.87,72.88,1.41,85.62,LOW,MEDIUM,MEDIUM,HIGH
33.37,68.1,1.56,37.15,LOW,LOW,HIGH,NORMAL
29.18,69.4,1.26,97.84,NORMAL,LOW,LOW,HIGH
33.89,64.41,1.42,56.94,LOW,NORMAL,MEDIUM,LOW
37.73,61.84,1.07,28.88,MEDIUM,NORMAL,NORMAL,NORMAL
34.82,68.62,1.06,85.62,MEDIUM,LOW,NORMAL,HIGH
26.96,62.21,1.63,75.5,NORMAL,NORMAL,HIGH,MEDIUM
24.7,74.72,1.38,66.19,NORMAL,HIGH,MEDIUM,LOW
34.21,64.17,1.26,10.71,MEDIUM,NORMAL,LOW,NORMAL
33.67,70.02,1.41,64.95,LOW,MEDIUM,MEDIUM,LOW
39.42,62.86,0.92,42.16,HIGH,NORMAL,NORMAL,NORMAL
30.97,63.39,1.01,26.26,LOW,NORMAL,NORMAL,NORMAL
26.36,62.46,1.59,68.37,NORMAL,NORMAL,HIGH,LOW
29.7,63.3,0.92,70.48,NORMAL,NORMAL,NORMAL,MEDIUM
29.72,68.95,1.18,73.7,NORMAL,LOW,LOW,MEDIUM
30.73,66.69,1.07,13.08,LOW,NORMAL,NORMAL,NORMAL
32.53,69.52,1.6,51.87,LOW,LOW,HIGH,LOW
35.17,72.98,1.22,90.62,MEDIUM,MEDIUM,LOW,HIGH
35.51,73.23,1.65,28.97,MEDIUM,HIGH,HIGH,NORMAL
33.4,65.19,0.96,54.59,LOW,NORMAL,NORMAL,LOW
27.12,65.95,1.43,82.81,NORMAL,NORMAL,MEDIUM,MEDIUM
32.2,67.68,1.13,81.03,LOW,LOW,LOW,MEDIUM
37.99,70.54,0.91,5.82,MEDIUM,MEDIUM,NORMAL,NORMAL
31.04,64.09,0.95,47.73,LOW,NORMAL,NORMAL,NORMAL
30.13,70.94,1.06,60.51,LOW,MEDIUM,NORMAL,LOW
35.42,69.99,0.98,40.06,MEDIUM,LOW,NORMAL,NORMAL
24.97,72.75,1.24,47.03,NORMAL,MEDIUM,LOW,NORMAL
28.06,74.77,1.02,42.11,NORMAL,HIGH,NORMAL,NORMAL
29.12,61.8,1.23,17.6,NORMAL,NORMAL,LOW,NORMAL
38.14,70.02,1.51,28.84,HIGH,MEDIUM,HIGH,NORMAL
29.3,72.09,1.12,54.75,NORMAL,MEDIUM,LOW,LOW
35.19,64.65,1.03,22.52,MEDIUM,NORMAL,NORMAL,NORMAL
30.4,72.87,1.1,6.09,LOW,MEDIUM,NORMAL,NORMAL
28.19,62.17,1.17,32.64,NORMAL,NORMAL,LOW,NORMAL
36.63,69.11,1.61,85.5,MEDIUM,LOW,HIGH,HIGH
29.13,66.89,0.96,19.85,NORMAL,NORMAL,NORMAL,NORMAL
33.53,62.9,1.19,20.17,LOW,NORMAL,LOW,NORMAL
29.05,67.61,1.09,94.01,NORMAL,LOW,NORMAL,HIGH
31.13,66.48,1.29,27.13,LOW,NORMAL,LOW,NORMAL
27.66,60.34,1.48,63.66,NORMAL,NORMAL,MEDIUM,LOW
39.28,68.06,1.65,79.75,HIGH,LOW,HIGH,MEDIUM
31.19,67.7,1.65,48.72,LOW,LOW,HIGH,NORMAL
32.33,69.91,1.13,8.62,LOW,LOW,LOW,NORMAL
26.95,71.01,1.37,61.73,NORMAL,MEDIUM,MEDIUM,LOW
25.32,67.89,0.91,86.95,NORMAL,LOW,NORMAL,HIGH
30.99,62.28,1.23,51.85,LOW,NORMAL,LOW,LOW
31.19,61.66,1.02,5.34,LOW,NORMAL,NORMAL,NORMAL
26.29,70.81,0.99,8.37,NORMAL,MEDIUM,NORMAL,NORMAL
37.52,73.32,1.11,19.97,MEDIUM,HIGH,LOW,NORMAL
39.54,69.45,1.14,78.15,HIGH,LOW,LOW,MEDIUM
29.85,63.6,1.21,11.86,NORMAL,NORMAL,LOW,NORMAL
37.63,70.72,1.08,35.17,MEDIUM,MEDIUM,NORMAL,NORMAL
29.94,62.49,1.1,70.19,NORMAL,NORMAL,NORMAL,MEDIUM
26.12,64.75,1.33,18.89,NORMAL,NORMAL,MEDIUM,NORMAL
35.88,64.67,1.59,48.18,MEDIUM,NORMAL,HIGH,NORMAL
30.15,67.51,1.5,28.9,LOW,LOW,MEDIUM,NORMAL
36.89,69.71,1.38,38.85,MEDIUM,LOW,MEDIUM,NORMAL
31.89,60.33,1.08,56.89,LOW,NORMAL,NORMAL,LOW
32.11,71.93,1.2,95.35,LOW,MEDIUM,LOW,HIGH
33.69,65.32,1.49,11.45,LOW,NORMAL,MEDIUM,NORMAL
31.07,67.53,1.25,52.91,LOW,LOW,LOW,LOW
36.02,73.01,1.4,38.74,MEDIUM,HIGH,MEDIUM,NORMAL
26.83,61.9,0.99,82.43,NORMAL,NORMAL,NORMAL,MEDIUM
29.5,68.8,1.18,39.63,NORMAL,LOW,LOW,NORMAL
27.36,64.12,1.68,69.52,NORMAL,NORMAL,HIGH,LOW
30.22,66.95,1.49,81.58,LOW,NORMAL,MEDIUM,MEDIUM
29.04,69.37,1.28,45.14,NORMAL,LOW,LOW,NORMAL
29.33,64.38,1.22,51,NORMAL,NORMAL,LOW,LOW
29.99,73.86,1.44,72.55,NORMAL,HIGH,MEDIUM,MEDIUM
37.91,60.88,1.48,68.68,MEDIUM,NORMAL,MEDIUM,LOW
30.31,68.07,1.65,13.91,LOW,LOW,HIGH,NORMAL
26,72.58,1.02,91.47,NORMAL,MEDIUM,NORMAL,HIGH
26.13,69.96,1.4,90.65,NORMAL,LOW,MEDIUM,HIGH
28.5,65.55,1.45,85.78,NORMAL,NORMAL,MEDIUM,HIGH
36.87,74.29,1,56.98,MEDIUM,HIGH,NORMAL,LOW
29.35,60.58,1.11,51.26,NORMAL,NORMAL,LOW,LOW
38.98,74.68,1.15,43.78,HIGH,HIGH,LOW,NORMAL
28.46,69.1,1.7,52.67,NORMAL,LOW,HIGH,LOW
27.38,74.14,1.13,16.17,NORMAL,HIGH,LOW,NORMAL
30.77,69.65,1.44,58.07,LOW,LOW,MEDIUM,LOW
36.42,60.96,1.56,59.25,MEDIUM,NORMAL,HIGH,LOW
31.55,71.54,1.19,66.06,LOW,MEDIUM,LOW,LOW
31.93,65.83,1,33.37,LOW,NORMAL,NORMAL,NORMAL
31.29,66.28,1.59,33.78,LOW,NORMAL,HIGH,NORMAL
29.33,61.41,1.65,42.01,NORMAL,NORMAL,HIGH,NORMAL
32.59,71.82,1.21,39.95,LOW,MEDIUM,LOW,NORMAL
26.01,64.72,1.07,54.41,NORMAL,NORMAL,NORMAL,LOW
24.08,63.11,1.21,10.38,NORMAL,NORMAL,LOW,NORMAL
29.55,72.78,1.25,53.55,NORMAL,MEDIUM,LOW,LOW
35.54,68.07,1.12,86.67,MEDIUM,LOW,LOW,HIGH
33.72,61.1,1.47,40.73,LOW,NORMAL,MEDIUM,NORMAL
25.27,70.18,1.48,11.09,NORMAL,MEDIUM,MEDIUM,NORMAL
38.46,66.68,1.37,26.71,HIGH,NORMAL,MEDIUM,NORMAL
31.06,73.62,1.09,52.51,LOW,HIGH,NORMAL,LOW
27.15,66.43,1.46,80.67,NORMAL,NORMAL,MEDIUM,MEDIUM
36.05,70.93,1.62,43.78,MEDIUM,MEDIUM,HIGH,NORMAL
36.74,74,1.51,8.13,MEDIUM,HIGH,HIGH,NORMAL
33.87,61.36,1.15,48.3,LOW,NORMAL,LOW,NORMAL
35.07,70.04,1.44,94.48,MEDIUM,MEDIUM,MEDIUM,HIGH
33.83,70.19,1.06,74.54,LOW,MEDIUM,NORMAL,MEDIUM
31.16,73,1.19,38.71,LOW,MEDIUM,LOW,NORMAL
27.64,60.18,1.21,61.35,NORMAL,NORMAL,LOW,LOW
27.28,69.22,1,9.76,NORMAL,LOW,NORMAL,NORMAL
38.37,68.24,1.51,70.03,HIGH,LOW,HIGH,MEDIUM
39.72,63.92,1.62,73.43,HIGH,NORMAL,HIGH,MEDIUM
27.77,63,1.23,20.2,NORMAL,NORMAL,LOW,NORMAL
34.5,73.63,1.63,15.59,MEDIUM,HIGH,HIGH,NORMAL
35.47,65.83,1.64,74.43,MEDIUM,NORMAL,HIGH,MEDIUM
26.24,68.44,1.31,21.83,NORMAL,LOW,MEDIUM,NORMAL
26.78,68.67,0.91,23.06,NORMAL,LOW,NORMAL,NORMAL
33.55,70.3,1.42,19.5,LOW,MEDIUM,MEDIUM,NORMAL
33.63,67.79,1.53,77.97,LOW,LOW,HIGH,MEDIUM
37.99,65,1.31,98.21,MEDIUM,NORMAL,MEDIUM,HIGH
26.36,72.76,0.95,29.31,NORMAL,MEDIUM,NORMAL,NORMAL
26.46,61.39,1.16,76.73,NORMAL,NORMAL,LOW,MEDIUM
33.28,62.54,1.2,86.97,LOW,NORMAL,LOW,HIGH
34.88,64.98,1.69,95.27,MEDIUM,NORMAL,HIGH,HIGH
31.19,69.03,1.32,13.07,LOW,LOW,MEDIUM,NORMAL
37.24,74.18,1.2,44.92,MEDIUM,HIGH,LOW,NORMAL
27.41,66.1,1.42,92.17,NORMAL,NORMAL,MEDIUM,HIGH
34.97,65.1,1.54,64.6,MEDIUM,NORMAL,HIGH,LOW
38.31,73.22,1.59,80.74,HIGH,HIGH,HIGH,MEDIUM
35.9,68.8,1.62,8.22,MEDIUM,LOW,HIGH,NORMAL
32.19,66.32,1.28,35.25,LOW,NORMAL,LOW,NORMAL
34.34,66.08,1.25,5.93,MEDIUM,NORMAL,LOW,NORMAL
38.43,72.34,1.33,14.74,HIGH,MEDIUM,MEDIUM,NORMAL
30.08,69,1.1,81.95,LOW,LOW,NORMAL,MEDIUM
35.44,64.55,1.1,73.96,MEDIUM,NORMAL,NORMAL,MEDIUM
38.87,65.46,0.98,68.87,HIGH,NORMAL,NORMAL,LOW
28.23,60.29,1.21,85.05,NORMAL,NORMAL,LOW,HIGH
29.54,65.79,1.11,97.02,NORMAL,NORMAL,LOW,HIGH
32.19,65.12,1.69,48.46,LOW,NORMAL,HIGH,NORMAL
30.41,69.87,1.02,21.83,LOW,LOW,NORMAL,NORMAL
25.74,65.69,1.58,44.49,NORMAL,NORMAL,HIGH,NORMAL
37.71,61.56,1.4,87.3,MEDIUM,NORMAL,MEDIUM,HIGH
28.69,70.24,1.63,79.17,NORMAL,MEDIUM,HIGH,MEDIUM
35.44,68.84,1.42,92.78,MEDIUM,LOW,MEDIUM,HIGH
38.42,64.23,1.24,47.59,HIGH,NORMAL,LOW,NORMAL
31.63,72.13,1.53,72.39,LOW,MEDIUM,HIGH,MEDIUM
28.88,66.4,1.02,52.81,NORMAL,NORMAL,NORMAL,LOW
36.66,63.09,1.36,15.74,MEDIUM,NORMAL,MEDIUM,NORMAL
29.63,71.54,1.48,42.88,NORMAL,MEDIUM,MEDIUM,NORMAL
27.62,64.75,1.67,84.22,NORMAL,NORMAL,HIGH,MEDIUM
35.31,74.68,1.69,56.77,MEDIUM,HIGH,HIGH,LOW
32.71,61.79,1.06,91.45,LOW,NORMAL,NORMAL,HIGH
38.32,70.38,1.15,75.99,HIGH,MEDIUM,LOW,MEDIUM
29.28,60.57,1.45,17.26,NORMAL,NORMAL,MEDIUM,NORMAL
29.79,66.81,1.41,46.24,NORMAL,NORMAL,MEDIUM,NORMAL
24.3,63.93,1.15,24.46,NORMAL,NORMAL,LOW,NORMAL
26.76,74.13,1.6,36.37,NORMAL,HIGH,HIGH,NORMAL
33.59,69.72,1.43,82.17,LOW,LOW,MEDIUM,MEDIUM
31.11,62.67,1.43,62.63,LOW,NORMAL,MEDIUM,LOW
27.34,73.84,0.95,35.47,NORMAL,HIGH,NORMAL,NORMAL
33.2,69.45,0.94,68.21,LOW,LOW,NORMAL,LOW
31.77,71.95,0.91,14.84,LOW,MEDIUM,NORMAL,NORMAL
26.74,60.43,1,96.69,NORMAL,NORMAL,NORMAL,HIGH
32.38,69.73,1.63,93.77,LOW,LOW,HIGH,HIGH
32.27,71.76,1.39,22.22,LOW,MEDIUM,MEDIUM,NORMAL
33.76,62.59,1.31,68.58,LOW,NORMAL,MEDIUM,LOW
37.68,66.72,1.68,64.48,MEDIUM,NORMAL,HIGH,LOW
25.45,65.82,1.52,97.75,NORMAL,NORMAL,HIGH,HIGH
37.03,66.62,1.37,22.59,MEDIUM,NORMAL,MEDIUM,NORMAL
30.63,67.21,1.57,37.04,LOW,LOW,HIGH,NORMAL
36.58,60.22,1.2,80.45,MEDIUM,NORMAL,LOW,MEDIUM
28.5,60.31,1.5,6.75,NORMAL,NORMAL,MEDIUM,NORMAL
31.64,62.07,1.25,26.93,LOW,NORMAL,LOW,NORMAL
34.99,66.16,1.67,32.98,MEDIUM,NORMAL,HIGH,NORMAL
39.98,61.27,0.91,9.16,HIGH,NORMAL,NORMAL,NORMAL
27.92,64.4,1.3,23.77,NORMAL,NORMAL,LOW,NORMAL
25.98,61.71,1.08,81.53,NORMAL,NORMAL,NORMAL,MEDIUM
28.55,64.3,1.29,78.87,NORMAL,NORMAL,LOW,MEDIUM
31.41,74.67,1.29,95.04,LOW,HIGH,LOW,HIGH
25.13,65.44,1.19,22.68,NORMAL,NORMAL,LOW,NORMAL
28.14,74.56,1.27,97.47,NORMAL,HIGH,LOW,HIGH
36.9,73.91,1.1,31.14,MEDIUM,HIGH,NORMAL,NORMAL
35.55,65.17,1.38,95.11,MEDIUM,NORMAL,MEDIUM,HIGH
39.61,68.48,0.92,76.74,HIGH,LOW,NORMAL,MEDIUM
25.73,61.33,1.24,27.73,NORMAL,NORMAL,LOW,NORMAL
32.33,61.18,1.11,35.35,LOW,NORMAL,LOW,NORMAL
33.67,69.49,1.1,39.18,LOW,LOW,NORMAL,NORMAL
26.85,70.55,0.93,90.36,NORMAL,MEDIUM,NORMAL,HIGH
34.87,67.97,1.08,63.34,MEDIUM,LOW,NORMAL,LOW
29.59,62.41,0.96,96.43,NORMAL,NORMAL,NORMAL,HIGH
24.49,62.18,0.97,34.6,NORMAL,NORMAL,NORMAL,NORMAL
37.92,67.58,1.25,26.76,MEDIUM,LOW,LOW,NORMAL
25.78,63.45,1.3,13.96,NORMAL,NORMAL,LOW,NORMAL
25.33,71.53,1.61,35.94,NORMAL,MEDIUM,HIGH,NORMAL
35.96,63.55,1.06,70.33,MEDIUM,NORMAL,NORMAL,MEDIUM
31.92,74.54,1.39,37.81,LOW,HIGH,MEDIUM,NORMAL
34.76,72.91,1.46,6.76,MEDIUM,MEDIUM,MEDIUM,NORMAL
34.77,72.81,1.63,74.9,MEDIUM,MEDIUM,HIGH,MEDIUM
36.97,74.54,0.93,34.48,MEDIUM,HIGH,NORMAL,NORMAL
25.21,65.9,1.04,76.94,NORMAL,NORMAL,NORMAL,MEDIUM
25.69,64.61,1.11,75.2,NORMAL,NORMAL,LOW,MEDIUM
27.31,63.41,1.7,64.51,NORMAL,NORMAL,HIGH,LOW
39.92,61.71,1.4,5.75,HIGH,NORMAL,MEDIUM,NORMAL
27.89,70.58,1.18,42.81,NORMAL,MEDIUM,LOW,NORMAL
26.65,60.24,1.15,64.26,NORMAL,NORMAL,LOW,LOW
31.34,66.95,1.16,46.37,LOW,NORMAL,LOW,NORMAL
39.07,74.36,1.57,59.31,HIGH,HIGH,HIGH,LOW
29.8,61.18,1.16,87.03,NORMAL,NORMAL,LOW,HIGH
24.17,70.12,1.65,83.46,NORMAL,MEDIUM,HIGH,MEDIUM
26.73,66.96,1.44,17.92,NORMAL,NORMAL,MEDIUM,NORMAL
30.78,64.78,1.28,91,LOW,NORMAL,LOW,HIGH
37.6,71.77,1.11,33.04,MEDIUM,MEDIUM,LOW,NORMAL
27.67,60.75,1.15,35.49,NORMAL,NORMAL,LOW,NORMAL
35.35,65.76,0.98,28.2,MEDIUM,NORMAL,NORMAL,NORMAL
37.59,63.42,0.93,34.58,MEDIUM,NORMAL,NORMAL,NORMAL
39.04,69.34,1.64,11.69,HIGH,LOW,HIGH,NORMAL
33.05,71.51,1.5,64.85,LOW,MEDIUM,MEDIUM,LOW
37.7,63.44,1.06,70.73,MEDIUM,NORMAL,NORMAL,MEDIUM
36.76,69.49,1.19,47.21,MEDIUM,LOW,LOW,NORMAL
35.22,66.21,1.23,22.01,MEDIUM,NORMAL,LOW,NORMAL
25.42,61.84,1.19,81.5,NORMAL,NORMAL,LOW,MEDIUM
